timestamp,user_id,amount,latitude,longitude,isFraud
2024-01-01 00:00:00,8270,40.225492962047305,34.5181307841092,-95.78930516990971,0
2024-01-01 00:01:00,1860,213.23710954804196,37.248646153403776,-96.65621307999912,0
2024-01-01 00:02:00,6390,9.58723978003448,34.01508900474509,-92.01757193393911,0
2024-01-01 00:03:00,6191,51.86362576281201,30.329352978298456,-92.74579293884514,0
2024-01-01 00:04:00,6734,138.22072455052606,32.73735858849839,-92.32841269858804,0
2024-01-01 00:05:00,7265,102.200078808787,34.66195805237042,-90.95869949065647,0
2024-01-01 00:06:00,1466,151.4186615441883,39.74492216160639,-94.04848744099621,0
2024-01-01 00:07:00,5426,412.2260565740032,38.81158666954345,-93.85465670971945,0
2024-01-01 00:08:00,6578,298.55427553500823,31.814061440021906,-92.78065880352767,0
2024-01-01 00:09:00,9322,17.19236321538551,37.23275940490771,-93.18767405349323,0
2024-01-01 00:10:00,2685,10.905819914947285,39.368254730147875,-91.30186981601038,0
2024-01-01 00:11:00,1769,75.70562065016554,30.087926130352585,-92.29801794155455,0
2024-01-01 00:12:00,7949,14.095876649947344,37.20945673670826,-98.79541383521192,0
2024-01-01 00:13:00,3433,7.9528525832056705,34.593334956111576,-90.71641384552214,0
2024-01-01 00:14:00,6311,74.90666395007963,36.802361962831114,-93.16900709698797,0
2024-01-01 00:15:00,6051,96.25927435733972,36.055892735717904,-98.72854074173647,0
2024-01-01 00:16:00,7420,302.215592625928,39.84665494455702,-92.28026264284067,0
2024-01-01 00:17:00,2184,117.73437997892793,32.88815406297868,-96.41587470260795,0
2024-01-01 00:18:00,5555,372.2479207682636,37.86142981869265,-91.94022087963496,0
2024-01-01 00:19:00,4385,77.90998994908176,32.34639888313061,-90.44594057009783,1
2024-01-01 00:20:00,7396,17.52677587018132,34.356079775501726,-97.4475796389107,0
2024-01-01 00:21:00,9666,124.23650608875654,39.75380873967412,-91.4258895391509,0
2024-01-01 00:22:00,3558,207.3302846121228,37.661362960141524,-92.26438629856061,0
2024-01-01 00:23:00,8849,80.72791271284422,33.15821256283559,-93.28815099799533,0
2024-01-01 00:24:00,3047,232.8863264850026,36.1936928309195,-96.15079455439087,0
2024-01-01 00:25:00,3747,48.267057419751644,30.49692083502775,-98.9013790455554,0
2024-01-01 00:26:00,1189,94.24512653269663,32.6639491662097,-95.16103172080074,0
2024-01-01 00:27:00,3734,45.863423174486556,37.18390489603615,-98.94333370222509,0
2024-01-01 00:28:00,4005,589.3637654463558,35.700935695883246,-94.99852773121675,0
2024-01-01 00:29:00,5658,126.62889045566732,34.696728529767725,-91.79706729224431,0
2024-01-01 00:30:00,2899,17.87306568233317,36.90876060015963,-90.02361865599036,0
